SampleID,sigma_model,tau2,posterior_density,chi2_sigma_min_at_tau2
EDTRPAS1-41,marginalised,80.47488733750887,0.015188062864068538,4.438076019287109
EDTRPAS1-41,marginalised,82.8397908450661,0.01421280153350449,4.339351177215576
EDTRPAS1-41,marginalised,85.27419141916288,0.012956862397286918,4.419672012329102
EDTRPAS1-41,marginalised,87.7801313597248,0.012059298456187419,4.652509689331055
EDTRPAS1-41,marginalised,90.35971298344073,0.011545971658858593,4.677257537841797
EDTRPAS1-41,marginalised,93.01510038746638,0.011219790303583558,4.621119022369385
EDTRPAS1-41,marginalised,95.74852126495767,0.011080647018044686,4.652834415435791
EDTRPAS1-41,marginalised,98.562268773957,0.011035936848042547,4.743678569793701
EDTRPAS1-41,marginalised,101.45870346119995,0.011033321301720713,4.79222297668457
EDTRPAS1-41,marginalised,104.44025524245689,0.011048715165620273,4.722280502319336
EDTRPAS1-41,marginalised,107.50942544107036,0.011070602029556204,4.6758246421813965
EDTRPAS1-41,marginalised,110.6687888863988,0.011093310295594294,4.643514156341553
EDTRPAS1-41,marginalised,113.92099607392683,0.011114279027285831,4.62058687210083
EDTRPAS1-41,marginalised,117.26877538885445,0.011132503598321969,4.604289531707764
EDTRPAS1-41,marginalised,120.71493539503047,0.011147781312081459,4.592811584472656
EDTRPAS1-41,marginalised,124.26236719115045,0.011160274868873497,4.584874153137207
EDTRPAS1-41,marginalised,127.91404683619601,0.011170339015807312,4.579514026641846
EDTRPAS1-41,marginalised,131.67303784615004,0.011178368988926164,4.576013565063477
EDTRPAS1-41,marginalised,135.54249376408256,0.011184711562539296,4.573827266693115
EDTRPAS1-41,marginalised,139.52566080576327,0.011189705288204552,4.572546005249023
EDTRPAS1-41,marginalised,143.62588058302035,0.011193668707659343,4.57187032699585
EDTRPAS1-41,marginalised,147.8465929071303,0.011196812237076274,4.5715861320495605
EDTRPAS1-41,marginalised,152.19133867459024,0.011199301461817714,4.5715436935424805
EDTRPAS1-41,marginalised,156.66376283769452,0.011201287688412793,4.571645736694336
